user_id,age,monthly_spend,plan_tier,is_active,email,first_name,last_name,gender,country,state_province,city,primary_device,subscription_start_date,created_at
user_00026,60.0,36.53,1,1,jross@example.net,Patricia,Osborne,Prefer not to say,Canada,Ontario,Port Susan,Smart TV,2022-09-26,2025-05-04 08:39:28.102260
user_00027,37.0,17.72,1,0,danderson@example.net,Stephanie,Salazar,Female,USA,Michigan,Merrittfort,Mobile,2023-05-13,2025-02-08 07:48:05.283475
user_00029,28.0,12.06,1,0,nperry@example.com,Rebecca,Gates,Female,USA,Washington,Smithstad,Gaming Console,2024-11-04,2024-03-14 19:25:44.085539
user_00030,24.0,10.17,3,1,brobinson@example.com,Paul,Ramsey,,USA,Indiana,New Amanda,Laptop,2024-05-11,2022-11-03 01:16:54.703949
user_00031,26.0,18.19,4,0,michellewhite@example.com,Mark,Murphy,Male,USA,Massachusetts,Karenchester,Tablet,2025-02-02,2022-08-24 07:25:10.816748
user_00032,56.0,7.49,4,1,jeffrey10@example.org,James,Howell,Male,USA,Pennsylvania,South Elizabeth,Gaming Console,2023-12-24,2024-11-20 09:01:33.486190
user_00033,60.0,27.09,2,1,stricklandfrank@example.com,Beth,Johnston,Male,USA,California,Davidborough,Smart TV,2024-05-11,2022-11-22 17:25:08.782042
user_00034,32.0,13.48,2,0,hoganashlee@example.org,Amanda,Jones,,USA,Massachusetts,Port Robertfort,Gaming Console,2023-11-20,2024-06-29 11:51:05.196326
user_00035,31.0,19.52,4,0,ryangross@example.net,Christina,Marshall,Male,USA,Pennsylvania,Melissaland,Desktop,2025-03-25,2024-11-02 09:10:36.699629
user_00036,36.0,9.74,3,0,anthony52@example.com,Michael,Peterson,Other,USA,Texas,New Stacyland,Smart TV,2024-09-29,2024-04-02 09:18:58.427107
user_00037,41.0,27.56,2,0,fbrewer@example.com,Christopher,Sullivan,Male,Canada,British Columbia,Elizabethstad,Desktop,2024-03-30,2023-11-12 07:17:05.453596
user_00038,21.0,37.01,2,0,jacqueline44@example.com,David,Stewart,Female,USA,Indiana,East Joanna,Mobile,2024-10-04,2025-07-12 10:27:16.332097
user_00039,40.0,13.48,2,0,jeremy24@example.org,Joshua,Tran,Female,USA,New York,Garciatown,Tablet,2023-12-29,2023-08-11 09:19:52.502317
user_00040,48.0,15.84,2,0,shelley71@example.org,Travis,Hernandez,Female,USA,Ohio,East Davidchester,Tablet,2024-11-29,2023-12-09 16:59:49.098027
user_00041,29.0,25.73,2,0,michelle64@example.net,Chelsea,Meza,Female,Canada,Alberta,West Donna,Laptop,2023-04-21,2023-01-21 14:04:27.262786
user_00042,58.0,27.64,2,0,enorris@example.com,Jesse,Warner,Male,Canada,Alberta,Lake Jesusview,Laptop,2023-11-10,2024-07-12 16:43:25.972535
user_00043,35.0,6.05,2,0,charlesmartin@example.com,Scott,Barker,Male,Canada,Nova Scotia,Vincentfort,Tablet,2022-10-29,2025-04-03 15:05:41.929278
user_00044,42.0,32.85,1,0,anthony39@example.net,Yvonne,Johnston,Male,Canada,Newfoundland and Labrador,Stonemouth,Mobile,2023-02-16,2024-06-28 14:48:13.425940
user_00045,40.0,3.22,3,0,harrisonricky@example.com,Mia,Jenkins,Female,USA,Pennsylvania,Elainefurt,Desktop,2023-12-13,2023-05-06 15:05:43.717660
user_00047,50.0,22.98,4,0,johnsoncrystal@example.org,Lance,Tran,Female,USA,Wisconsin,Port Robin,Smart TV,2025-06-04,2024-01-31 03:36:44.692735
user_00048,33.0,16.5,1,0,robert77@example.org,Andrea,Lee,Female,Canada,Manitoba,West Kendrachester,Smart TV,2025-05-21,2025-01-18 03:54:41.300769
user_00049,39.0,13.48,1,0,mary97@example.org,Amanda,Cook,Prefer not to say,USA,Tennessee,Cantuborough,Desktop,2024-04-19,2025-02-26 00:30:18.487424
user_00050,47.0,2.01,4,1,floresthomas@example.com,Vanessa,Simpson,Male,USA,Georgia,New Tammy,Smart TV,2025-03-12,2022-11-20 07:50:19.165266
user_00051,24.0,19.09,3,1,bowenrobert@example.net,Charles,Morgan,Other,USA,Washington,Port Markside,Smart TV,2025-06-12,2025-03-15 22:59:33.712787
user_00052,20.0,15.39,3,1,younggabrielle@example.com,Julie,Good,Male,Canada,Quebec,Jacksonport,Tablet,2022-09-21,2023-06-20 12:28:00.371124
user_00053,34.0,30.64,2,0,hthomas@example.com,George,Lynch,Male,USA,Indiana,South Roberta,Smart TV,2023-04-13,2023-12-19 15:08:46.747725
user_00054,53.0,16.83,3,1,rsantana@example.net,Charles,Huerta,,Canada,British Columbia,Vaughnmouth,Gaming Console,2023-03-08,2025-02-23 02:05:37.365135
user_00055,44.0,13.48,2,0,patrickhoward@example.com,Andrew,Hill,Female,USA,New York,Wallport,Mobile,2024-05-28,2023-03-31 00:54:57.253268
user_00056,37.0,29.14,3,1,erica21@example.net,Kyle,Johnson,Female,Canada,Quebec,North Renee,Desktop,2024-10-29,2023-03-11 02:02:56.974840
user_00059,40.0,13.0,2,0,debra12@example.org,Kevin,Wilson,,USA,Wisconsin,South Shawn,Tablet,2024-05-06,2025-03-30 05:39:59.087840
user_00060,22.0,19.03,3,0,rgilbert@example.org,Jeff,Sampson,Male,USA,Tennessee,Lake Michaelstad,Mobile,2023-10-12,2025-06-28 22:53:58.331928
user_00061,20.0,3.9,2,0,batesdarlene@example.net,Brent,Sanchez,Male,USA,Pennsylvania,North Maria,Gaming Console,2024-05-05,2023-07-29 01:54:53.263816
user_00062,27.0,10.7,3,1,ramireztracey@example.org,Lauren,Guerrero,Female,USA,Washington,North Michael,Desktop,2024-05-08,2023-02-09 23:53:36.130333
user_00063,26.0,20.26,2,1,judyfox@example.net,Thomas,Palmer,,Canada,New Brunswick,Gordonton,Gaming Console,2023-12-17,2022-10-08 17:14:05.979190
user_00064,40.0,6.76,3,1,gsimmons@example.com,Charles,Morris,Female,Canada,New Brunswick,East Joshuashire,Gaming Console,2023-09-23,2023-12-13 05:10:24.954677
user_00065,38.0,3.95,1,0,mcguiredanny@example.net,Russell,Gutierrez,Female,USA,Pennsylvania,Perryville,Desktop,2023-11-12,2023-09-17 04:47:27.743255
user_00067,38.0,24.02,2,1,caroline51@example.net,Eric,Walker,Male,USA,Illinois,Meganstad,Desktop,2024-11-14,2025-01-03 13:25:07.109038
user_00068,30.0,13.48,1,0,anthony44@example.com,Adam,Knight,Male,USA,Tennessee,East Joycetown,Tablet,2024-10-27,2023-09-19 06:34:54.636386
user_00069,40.0,12.48,3,0,eric45@example.net,Nicole,Moore,Female,USA,Illinois,West Scottchester,Tablet,2024-05-28,2023-05-29 09:14:13.974716
user_00070,50.0,12.47,4,1,russell49@example.com,Brandon,Joyce,Male,Canada,New Brunswick,East Kevinborough,Laptop,2024-11-16,2023-07-28 14:25:03.686085
user_00071,43.0,2.48,2,1,lburgess@example.org,Amanda,Mason,Male,USA,Arizona,South Michelleton,Mobile,2022-08-22,2025-03-04 16:50:26.307537
user_00072,28.0,22.83,3,1,amckinney@example.com,Richard,Jackson,Female,USA,Michigan,Christopherville,Tablet,2023-11-22,2024-02-28 04:28:54.930079
user_00073,39.0,8.02,1,0,julie35@example.org,William,Schmidt,Other,Canada,Quebec,Michaelberg,Gaming Console,2022-11-22,2023-03-07 05:24:14.605881
user_00074,44.0,21.07,1,1,thompsonkendra@example.com,Karen,Maldonado,Female,Canada,Newfoundland and Labrador,Edwardland,Gaming Console,2023-11-29,2024-12-22 14:59:48.361839
user_00075,29.0,44.32,3,0,william47@example.com,Brian,Jones,Female,Canada,Newfoundland and Labrador,Fordside,Smart TV,2023-12-07,2023-07-21 08:58:17.519457
user_00076,26.0,13.91,2,0,susanhayes@example.com,William,Williams,Male,Canada,Nova Scotia,Warrenburgh,Tablet,2023-09-14,2023-10-01 13:41:38.272698
user_00077,35.0,27.46,3,0,mccormickdeborah@example.org,Cody,Mitchell,Female,USA,Massachusetts,Christopherberg,Desktop,2023-07-08,2022-12-22 08:46:12.310513
user_00078,53.0,17.93,2,0,angelica52@example.net,Debbie,Romero,Female,Canada,Alberta,Kyleborough,Laptop,2025-06-05,2023-03-01 10:54:27.408096
user_00079,30.0,17.62,3,0,chrisrichard@example.org,Ebony,Harper,Male,USA,Massachusetts,East Marie,Tablet,2024-09-30,2023-10-27 06:09:22.208968
user_00080,21.0,7.47,2,0,wbishop@example.net,Jesus,Collins,Male,Canada,Manitoba,West Erika,Gaming Console,2023-12-21,2024-12-02 16:14:16.456250
user_00081,56.0,20.41,3,1,lisasolis@example.org,Brett,Sawyer,Other,USA,Georgia,West Christopherburgh,Mobile,2023-12-07,2025-01-29 15:57:37.711195
user_00083,33.0,9.39,1,1,mitchellmaria@example.net,Katherine,West,Female,USA,Massachusetts,North Jonathanberg,Smart TV,2022-12-01,2023-04-20 10:59:01.685264
user_00084,50.0,6.54,2,0,allendanielle@example.net,Bryan,Carlson,,Canada,Nova Scotia,Lake Douglas,Smart TV,2022-08-03,2023-04-23 15:52:38.525177
user_00085,48.0,1.91,1,0,elizabethmiller@example.com,Stephanie,Myers,Female,USA,California,Lake Paulstad,Laptop,2024-10-29,2024-12-14 01:37:25.953345
user_00086,66.0,13.95,3,1,jessicafuller@example.net,Dennis,Payne,Male,USA,Georgia,Pollardfort,Gaming Console,2025-01-07,2024-09-25 15:43:46.540004
user_00087,26.0,14.46,2,0,carterbradley@example.org,Leslie,Robertson,Female,USA,Tennessee,Benjaminborough,Mobile,2023-08-28,2025-03-08 17:49:54.977021
user_00088,38.0,10.87,2,0,david56@example.com,Patricia,Morgan,Other,Canada,Alberta,Holtstad,Laptop,2024-12-27,2022-10-28 13:15:28.080088
user_00089,32.0,13.48,2,0,manuel15@example.net,Kirk,Jackson,,Canada,Quebec,Sergiostad,Gaming Console,2023-05-29,2022-10-24 07:04:14.697991
user_00090,20.0,22.14,2,0,william20@example.org,Austin,Young,Male,USA,Missouri,Patrickshire,Tablet,2024-05-26,2025-06-07 17:10:12.870864
user_00091,27.0,5.81,1,1,khines@example.org,Raymond,Wright,Female,Canada,Saskatchewan,Lake Jacobhaven,Tablet,2025-04-29,2023-05-16 21:42:24.422087
user_00092,20.0,6.55,3,0,nlewis@example.com,James,Farrell,Male,Canada,Quebec,Lake Sean,Gaming Console,2025-01-06,2024-08-03 20:03:43.876267
user_00093,31.0,16.17,4,0,patricia22@example.com,David,Conner,Female,USA,Virginia,Johnsonside,Mobile,2023-12-27,2024-06-03 14:16:10.774544
user_00095,36.0,31.99,2,0,ryanbartlett@example.org,April,Martin,Female,USA,New Jersey,West Stacey,Gaming Console,2025-02-14,2023-03-06 03:53:55.548262
user_00096,30.0,7.71,3,0,colleenmendez@example.org,Brittany,Jackson,Male,USA,Michigan,Port Michelleland,Desktop,2025-06-06,2024-07-16 12:38:22.403597
user_00097,52.0,8.84,2,1,jimenezcourtney@example.com,Timothy,Evans,Male,Canada,Prince Edward Island,East Scottfort,Desktop,2023-03-13,2023-07-11 13:45:42.220867
user_00098,24.0,3.68,2,0,theresa25@example.net,Luis,Martinez,Female,USA,New Jersey,East Colin,Gaming Console,2025-06-03,2023-05-02 02:31:31.083905
user_00099,20.0,14.89,3,0,sarah53@example.org,Wendy,Jimenez,Female,USA,New York,Johnsonfurt,Smart TV,2025-06-26,2024-05-03 06:03:20.417259
user_00100,22.0,13.48,3,1,campbellcarla@example.net,Justin,Boone,Female,USA,North Carolina,West Jessica,Mobile,2023-09-07,2022-09-28 03:00:00.905348
user_00101,14.0,28.98,4,1,angela16@example.net,Kathy,Bryan,Male,USA,Illinois,North Phillip,Smart TV,2024-04-04,2024-11-07 07:13:21.893715
user_00102,45.0,13.48,3,1,cporter@example.org,Jennifer,Stone,Female,USA,Missouri,West Sarah,Smart TV,2023-01-27,2024-05-14 15:02:08.643314
user_00103,40.0,15.6,3,1,thomas05@example.com,Tina,Robles,Male,USA,North Carolina,Bakershire,Desktop,2024-09-30,2023-02-05 21:41:44.352065
user_00104,49.0,12.52,2,1,lorraineallen@example.net,James,Edwards,,USA,Georgia,Vaughnchester,Tablet,2025-03-15,2024-09-14 09:39:40.029056
user_00105,22.0,31.37,1,0,whitney78@example.com,Sue,Barr,,USA,Florida,Ericaview,Desktop,2023-02-28,2023-06-04 18:48:05.535243
user_00106,38.0,24.79,1,0,shellyhendrix@example.com,Hannah,Stewart,Male,Canada,Ontario,Keithshire,Desktop,2025-04-09,2025-01-15 18:47:36.373072
user_00107,35.0,8.38,2,1,bobby15@example.com,Julie,Harris,Female,Canada,British Columbia,Derrickshire,Laptop,2023-04-24,2024-07-02 01:53:57.457067
user_00108,13.0,10.47,3,0,gutierrezjennifer@example.org,Adam,Russell,Female,USA,Florida,Santosport,Desktop,2023-06-10,2025-04-23 21:57:52.734389
user_00109,24.0,13.48,3,0,amandasharp@example.org,Robert,Peck,Prefer not to say,USA,Indiana,Frenchburgh,Gaming Console,2025-03-19,2023-06-26 00:35:44.648959
user_00110,49.0,38.06,2,1,justin88@example.com,Melissa,Nelson,Female,Canada,Quebec,Franciscomouth,Smart TV,2024-09-27,2024-10-18 04:44:21.382774
user_00112,33.0,28.67,2,1,kevin90@example.com,Heather,Contreras,Male,USA,Arizona,Erikhaven,Mobile,2024-08-27,2023-09-09 19:05:49.755814
user_00113,37.0,15.85,2,1,susanmendoza@example.com,Robert,Todd,Male,Canada,New Brunswick,Lake Karen,Mobile,2024-02-28,2022-10-27 15:34:52.951064
user_00114,36.0,27.06,3,0,poolerebecca@example.org,Franklin,Wilson,Other,Canada,Manitoba,Davishaven,Desktop,2025-01-04,2022-12-25 15:28:10.095286
user_00115,30.0,19.82,1,0,jelliott@example.com,Jennifer,Scott,Male,Canada,British Columbia,New Charles,Desktop,2023-08-14,2024-03-18 00:49:13.493253
user_00115,30.0,19.82,1,0,jelliott@example.com,Jennifer,Scott,Male,Canada,British Columbia,New Charles,Desktop,2023-08-14,2024-03-18 00:49:13.493253
user_00116,37.0,11.76,2,0,andersenthomas@example.com,Hector,Cannon,Prefer not to say,USA,Illinois,Victoriafurt,Tablet,2025-03-12,2023-09-18 16:08:52.819305
user_00117,40.0,17.91,1,0,david86@example.net,Jessica,Davenport,Female,Canada,Quebec,Stevenside,Smart TV,2024-03-06,2023-05-01 06:35:08.167656
user_00118,43.0,50.48,1,0,joshuapineda@example.net,Antonio,Mendez,Female,USA,Texas,East Carlos,Mobile,2023-12-04,2023-04-28 05:32:05.000549
user_00120,39.0,8.61,1,0,dpeters@example.com,Kristi,Horton,Male,USA,Maryland,West Nicholas,Tablet,2023-04-23,2023-06-28 14:14:31.320512
user_00120,39.0,8.61,1,0,dpeters@example.com,Kristi,Horton,Male,USA,Maryland,West Nicholas,Tablet,2023-04-23,2023-06-28 14:14:31.320512
user_00121,18.0,1.08,3,0,jmelendez@example.com,Angela,Price,Male,USA,Texas,West Deborah,Mobile,2025-02-15,2024-03-11 23:26:59.638182
user_00122,32.0,4.65,2,0,adamsemily@example.net,Morgan,Ballard,Other,USA,New Jersey,Clarkmouth,Smart TV,2025-06-15,2023-03-23 03:39:37.835896
user_00124,55.0,38.42,3,1,robin55@example.com,Anna,Figueroa,,USA,Indiana,Angelashire,Smart TV,2023-06-21,2023-07-30 12:15:07.235503
user_00125,53.0,9.19,2,1,victorpena@example.net,Jonathan,Levy,Female,USA,Texas,Jacksonstad,Tablet,2023-01-02,2023-02-20 17:38:52.938713
user_00126,6.0,10.26,3,1,combscharles@example.net,Kathy,Taylor,Other,Canada,Saskatchewan,Lake Edwardborough,Laptop,2023-09-15,2024-07-25 11:04:37.787323
user_00126,6.0,10.26,3,1,combscharles@example.net,Kathy,Taylor,Other,Canada,Saskatchewan,Lake Edwardborough,Laptop,2023-09-15,2024-07-25 11:04:37.787323
user_00127,36.0,10.74,2,0,patelrobert@example.org,Amanda,Smith,Male,USA,Maryland,North Samantha,Gaming Console,2023-04-23,2025-01-12 07:36:47.933420
user_00128,34.0,33.64,3,0,zmiller@example.com,Veronica,Evans,Female,Canada,Prince Edward Island,North Richardfurt,Gaming Console,2022-10-02,2024-09-11 04:36:28.544100
user_00129,46.0,8.2,3,1,pbruce@example.com,Patricia,Hall,Female,USA,North Carolina,Brandonland,Tablet,2025-04-13,2023-02-15 14:13:40.125581
user_00130,48.0,21.24,1,0,alibrenda@example.net,Sarah,Martin,Male,USA,Florida,Rhodesside,Smart TV,2023-09-26,2024-12-16 05:38:30.152719
user_00131,54.0,13.08,1,1,brian63@example.org,Cassie,Novak,Male,USA,Arizona,Lake Joshuamouth,Mobile,2023-04-09,2023-11-19 06:07:06.894871
user_00132,61.0,13.48,1,1,bartonkenneth@example.org,Christopher,James,Female,USA,North Carolina,Stewartville,Laptop,2022-08-07,2023-12-03 09:02:08.844259
user_00133,18.0,2.83,2,0,andersonjacob@example.com,Dakota,Gomez,Female,Canada,Prince Edward Island,Michelletown,Laptop,2023-10-29,2024-10-05 07:06:49.482293
user_00134,59.0,4.01,4,1,ginajackson@example.com,Joseph,Brown,Female,Canada,Saskatchewan,Robertfort,Desktop,2023-09-01,2024-09-30 23:23:13.111057
user_00135,16.0,15.86,3,0,stephentaylor@example.org,Martin,Brock,Male,USA,Georgia,Cookberg,Gaming Console,2023-07-19,2024-01-09 22:20:43.946604
user_00135,16.0,15.86,3,0,stephentaylor@example.org,Martin,Brock,Male,USA,Georgia,Cookberg,Gaming Console,2023-07-19,2024-01-09 22:20:43.946604
user_00136,7.0,16.3,3,0,snovak@example.net,Tammy,Nguyen,Female,USA,Massachusetts,Diazshire,Laptop,2024-05-12,2024-08-19 00:52:48.774653
user_00137,26.0,2.86,1,0,nhahn@example.com,Marie,Fuentes,Female,USA,California,Taylorport,Gaming Console,2023-05-05,2024-09-24 18:27:49.933486
user_00138,32.0,35.61,2,0,colecarla@example.net,Amanda,Stephens,Female,USA,Virginia,North Kaylastad,Laptop,2024-07-11,2024-04-11 04:51:14.213120
user_00139,45.0,17.44,2,0,tammy61@example.org,Jonathan,Griffin,Female,USA,Massachusetts,Bartonshire,Laptop,2023-08-15,2024-01-14 01:15:30.985199
user_00140,51.0,22.42,2,1,fknapp@example.org,Michael,Gibson,Male,USA,Arizona,Baileyville,Smart TV,2024-10-01,2023-07-18 12:08:38.257360
user_00141,34.0,13.48,4,1,patrickdarin@example.com,Erica,Spears,Prefer not to say,USA,Wisconsin,New Ethan,Tablet,2025-06-17,2024-12-24 04:29:58.411969
user_00143,36.0,13.02,1,1,qwilson@example.com,Candice,Matthews,Female,USA,Illinois,Meganburgh,Smart TV,2025-05-04,2024-08-08 12:21:33.235044
user_00144,59.0,38.32,2,0,allendaryl@example.com,William,Carlson,Female,Canada,Alberta,Lopezside,Laptop,2024-04-01,2023-06-15 13:15:40.136884
user_00146,29.0,23.27,4,0,antonio38@example.com,Kimberly,Dunn,Male,USA,Illinois,West Kimberlystad,Gaming Console,2024-11-11,2024-03-23 17:17:50.159410
user_00147,30.0,24.56,3,0,fitzgeralddesiree@example.org,Nancy,Cole,Female,USA,Massachusetts,South Michelleville,Smart TV,2023-03-20,2025-03-03 12:55:51.174033
user_00147,30.0,24.56,3,0,fitzgeralddesiree@example.org,Nancy,Cole,Female,USA,Massachusetts,South Michelleville,Smart TV,2023-03-20,2025-03-03 12:55:51.174033
user_00148,9.0,7.45,3,0,christinaglover@example.org,Ashley,Carlson,Female,USA,New Jersey,Tiffanyport,Gaming Console,2024-04-20,2022-12-29 15:18:41.974032
user_00149,18.0,2.54,2,0,riddlemichelle@example.org,John,Poole,Female,Canada,Newfoundland and Labrador,Thomasview,Gaming Console,2023-09-17,2024-06-27 08:22:44.150948
user_00150,44.0,16.45,4,1,rrobertson@example.net,Shawn,Murphy,Male,Canada,Manitoba,Lake Teresastad,Gaming Console,2024-12-21,2023-03-29 18:01:37.256516
user_00151,25.0,5.53,3,0,troymorris@example.com,Amy,Knight,Male,USA,New York,Patriciaton,Laptop,2022-11-19,2022-08-20 21:50:51.015649
user_00152,23.0,11.15,3,1,bbryant@example.org,Nicole,Moore,Male,USA,Washington,Lake Michaelland,Smart TV,2024-07-30,2022-09-28 19:33:24.100609
user_00152,23.0,11.15,3,1,bbryant@example.org,Nicole,Moore,Male,USA,Washington,Lake Michaelland,Smart TV,2024-07-30,2022-09-28 19:33:24.100609
user_00153,25.0,11.84,2,0,rubendavis@example.org,Jason,Anderson,Female,USA,New York,Smithmouth,Desktop,2025-07-20,2024-09-01 12:49:11.234679
user_00154,51.0,18.18,1,1,perezchristopher@example.org,Lawrence,Taylor,Female,Canada,Saskatchewan,North Alyssa,Smart TV,2024-05-31,2023-11-28 07:06:35.705908
user_00155,43.0,18.64,3,1,samanthajensen@example.com,Christopher,Taylor,Female,Canada,Quebec,Bellchester,Mobile,2024-12-16,2023-06-02 13:11:17.692241
user_00156,31.0,13.48,1,0,angelagreene@example.net,Kimberly,Abbott,Male,USA,Virginia,New Catherine,Tablet,2024-10-29,2024-07-11 02:11:58.968564
user_00158,15.0,27.31,3,0,matthewsalexander@example.org,Sandra,Hunter,Other,USA,Missouri,Milesland,Laptop,2023-06-02,2022-10-28 15:44:39.708664
user_00159,28.0,13.48,1,1,amandamyers@example.net,Kyle,Blair,Female,USA,Illinois,East Christopherchester,Desktop,2023-12-11,2023-07-07 23:10:46.679240
user_00160,11.0,17.58,3,0,smithderrick@example.org,Tyler,Mills,Male,USA,Florida,West David,Smart TV,2024-10-13,2024-11-25 08:12:38.058153
user_00161,36.0,284.95,1,1,lindsay48@example.org,Jennifer,Crawford,Prefer not to say,USA,Wisconsin,South Micheleburgh,Mobile,2023-01-21,2025-04-08 22:31:09.342889
user_00162,35.0,17.7,1,0,joycesmith@example.org,Brandon,Reyes,Male,USA,Tennessee,Port Austin,Laptop,2023-04-05,2023-11-02 04:06:30.761492
user_00163,26.0,13.48,1,0,margaret95@example.org,Harry,Finley,Female,USA,Wisconsin,Clineport,Mobile,2022-11-04,2022-08-11 19:15:35.318272
user_00164,21.0,2.92,2,1,anne49@example.org,Micheal,Cuevas,Male,USA,Maryland,East Adam,Gaming Console,2022-08-28,2024-06-29 21:13:58.222597
user_00165,35.0,24.0,3,1,aaron64@example.org,Alyssa,Barnes,Prefer not to say,USA,Illinois,Lake Joshua,Mobile,2025-05-07,2024-09-09 00:03:34.717331
user_00166,38.0,16.94,2,1,fvillegas@example.net,William,Jones,Female,USA,Michigan,Batesberg,Mobile,2023-06-17,2025-05-13 18:04:36.191894
user_00167,36.0,15.17,1,0,louis43@example.org,Derek,Moore,,USA,Arizona,Owenschester,Gaming Console,2024-03-11,2023-12-11 05:52:55.670560
user_00168,5.0,14.0,2,0,melissa12@example.net,Margaret,Lewis,Male,Canada,Alberta,North Jennifer,Smart TV,2023-10-10,2024-08-14 01:46:23.153698
user_00169,34.0,19.02,2,0,anthonysullivan@example.com,Cody,Lara,,USA,Virginia,North Bryanbury,Gaming Console,2023-03-07,2023-09-14 22:35:05.972927
user_00170,23.0,18.12,3,0,samantha10@example.org,Rachel,Lamb,Male,USA,Texas,Davidmouth,Tablet,2023-02-02,2025-01-19 09:46:59.873625
user_00171,28.0,10.45,1,1,rjohnson@example.com,Michael,Hill,Female,USA,Massachusetts,North Christina,Smart TV,2024-07-11,2023-10-28 11:57:59.864437
user_00172,46.0,18.23,3,0,millerpatrick@example.com,Dawn,Mccoy,Female,USA,Wisconsin,Caseystad,Tablet,2024-03-20,2023-08-15 00:51:13.679605
user_00173,30.0,4.57,2,0,bnelson@example.com,Anthony,Brown,Prefer not to say,USA,Arizona,Katiebury,Gaming Console,2022-11-19,2023-05-22 02:37:38.628505
user_00174,40.0,4.41,3,0,barbaramcgrath@example.com,Savannah,Thompson,Male,Canada,Prince Edward Island,Robintown,Desktop,2025-06-05,2024-04-11 01:55:27.824746
user_00175,45.0,3.87,2,0,lweaver@example.com,Christopher,Guzman,Female,USA,Florida,Smithborough,Mobile,2023-08-10,2025-05-05 19:07:40.240777
